Date,Auto,Capital Goods,Healthcare,Consumer Durables,FMCG,IT,Metal,Oil & Gas,PSU
01-Feb-99,1000,1000,1000,1000,1000,1000,1000,1000,1000
02-Feb-99,997.29,989.26,993.62,972.13,994.33,980.76,984.41,987.35,981.28
03-Feb-99,1009.61,1005.18,1008.57,976.9,1008.06,1003.15,1012.54,980.43,982.67
04-Feb-99,1001.37,995.89,1016.92,953.25,997.23,982.5,1004.54,964.4,965.4
05-Feb-99,994.08,992.92,1020.4,913.84,990.48,1170.29,996.95,931.74,939.07
08-Feb-99,995.17,986.74,1013.89,897.15,994.25,995.66,982.02,898.67,913.55
09-Feb-99,1012.07,991.57,1028.11,924.99,998.72,1015.47,969.31,887.77,904.85
10-Feb-99,1039.56,1021.02,1048.66,973.35,1044.92,1031.59,989.73,878.12,910.71
11-Feb-99,1047.62,1010.57,1066.28,976.31,1047.71,1035.68,998.45,905.45,929.06
12-Feb-99,1046.52,1012.1,1092.22,955.01,1055.31,1045.92,1017.2,902.82,935.81
15-Feb-99,1040.36,1019.35,1107.21,973.43,1044.02,1047.39,1031.18,883.25,925.25
16-Feb-99,1058.65,1034.19,1140.47,1015.12,1047.17,1063.89,1054.07,893.25,935.48
17-Feb-99,1060.86,1038.14,1156.82,1035.15,1038.52,1090.67,1060.26,896.47,937.91
18-Feb-99,1052.79,1035.34,1156.36,1040.81,1026.13,1102.58,1058.18,890.84,943.54
19-Feb-99,1050.76,1017.22,1140.25,1026.83,1022.79,1091.16,1050.66,880.35,936.23
22-Feb-99,1034.87,1016.53,1121.3,1003.62,1018.58,1057.28,1045.7,870.96,924.06
23-Feb-99,1024.92,1006.51,1110.41,1003.8,1010.27,1040,1029.95,858.55,909.17
24-Feb-99,1024,1005.63,1093.68,1009.59,1004.94,1067.14,1043.22,863.26,920.25
25-Feb-99,1018.77,1013.73,1093.54,1011.94,995.24,1082.59,1047.56,896.26,935.07
26-Feb-99,999.43,993.09,1065.02,986.12,970.12,1079.08,1047.47,904.25,931.8
27-Feb-99,1034.06,1030.29,1065.02,1046.24,970.12,1079.08,1026.47,885.22,935.16
01-Mar-99,1037.3,1020.68,1235.75,1066.99,1088.72,1248.92,972.45,853,932.93
03-Mar-99,1071,1036.85,1273.81,1099.75,1122.38,1318.41,979.8,846.15,944.66
04-Mar-99,1051.12,1016.77,1230.44,1077.78,1120.96,1266.98,965.32,835.71,938.28
05-Mar-99,1060.94,1024.28,1253.87,1090.17,1123.38,1277.99,949.79,843.65,954.43
08-Mar-99,1070.48,1052.22,1303.62,1103.04,1139.57,1282.15,934.64,898.65,1000.88
09-Mar-99,1066.58,1085.79,1297.13,1132.39,1149.8,1293.2,943.92,916.89,1024.46
10-Mar-99,1078.84,1068.73,1361.26,1159.98,1154.93,1289.51,948.99,944.1,1020.79
11-Mar-99,1063.28,1043.84,1324.93,1137.04,1150.58,1265.7,924.26,909.89,981.34
12-Mar-99,1065.29,1031.5,1313.73,1153.35,1153.25,1338.88,921.17,895.19,981.31
15-Mar-99,1070.37,1051.78,1348.91,1202.56,1192,1400.93,927.39,873.81,986.79
16-Mar-99,1058.22,1067.9,1330.9,1223.97,1188.05,1407.64,928.31,860.76,966.11
17-Mar-99,1043.38,1051.55,1321.11,1240.79,1166.85,1362.08,918.89,867.15,956.53
19-Mar-99,1045.9,1042.01,1344.18,1344.39,1164.21,1316.43,950.45,850.74,972.49
22-Mar-99,1075.78,1073.08,1397.36,1441.86,1175.9,1329.38,983.79,867.13,992.57
23-Mar-99,1102.27,1077.73,1416.89,1472.46,1190.64,1307.1,988.73,882.38,998.64
24-Mar-99,1111.42,1059.54,1396.43,1406.93,1174.24,1252.79,969.24,878.22,983.57
26-Mar-99,1099.02,1032.48,1358.77,1337.04,1157.99,1221.55,927.04,864.34,955.04
30-Mar-99,1115.7,1040.7,1384.75,1307.52,1180.39,1251.29,925.96,865.85,959.86
31-Mar-99,1126.7,1051.89,1400.53,1373.58,1196.26,1320.31,950.35,888.16,973.39
01-Apr-99,1129.02,1050.11,1388.55,1417.57,1178.34,1313.05,941.04,871.52,951.85
05-Apr-99,1079.1,988.43,1327.76,1334.04,1138.21,1237.42,901.33,850.97,908.24
06-Apr-99,1069.43,968.34,1319.41,1305.65,1163.74,1219,907.67,849.41,899.6
07-Apr-99,1076.25,940.3,1330.32,1282.52,1164.34,1232.25,902.85,846.39,905.85
08-Apr-99,1066.67,914.91,1315.6,1246.61,1152.48,1208.02,891.13,836.53,888.09
09-Apr-99,1033.42,872.64,1287.89,1176.9,1138.97,1137.69,862.11,819.8,852.58
12-Apr-99,1043.55,879.53,1283.04,1195.85,1146.01,1138.84,873.74,808.46,843.87
13-Apr-99,1048.17,875.54,1267.22,1169.86,1142.14,1124.92,865.58,800.32,838.36
15-Apr-99,1020.76,850.99,1193.43,1115.27,1108.1,1066.76,856.21,780.89,822.92
16-Apr-99,1082.77,895.72,1248.78,1189.32,1174.64,1144.39,898.18,815.61,866.2
17-Apr-99,1026.25,838.16,1248.78,1115.17,1174.64,1144.39,851.49,772.91,814
19-Apr-99,1066.85,856.89,1195.92,1166.46,1141.24,1112.48,883.9,782.67,828.93
20-Apr-99,1066.58,848.84,1212.27,1191.45,1130.01,1129,914.54,783.28,828.13
21-Apr-99,1071.57,846.76,1244.27,1229.37,1140.23,1151.5,945.23,788.68,830.08
22-Apr-99,1061.15,841.73,1226.01,1223.07,1126.58,1122.39,954.19,777.86,813.41
23-Apr-99,1059.54,823.46,1211.28,1222.42,1133.54,1099.5,940.94,772.49,807.45
26-Apr-99,1003.35,770.39,1133.55,1142.95,1083.71,1036.99,888.38,753.14,779.61
28-Apr-99,994.27,780.57,1107.7,1137.98,1087.61,1027.12,918.55,771,801.86
29-Apr-99,1018.96,802.45,1154.39,1152.72,1091.33,1058.92,913.43,802.73,823.18
03-May-99,1023.34,815.42,1171.37,1184.31,1090.26,1094.52,946.11,816.89,847.72
04-May-99,1051.46,828.16,1205,1210.25,1115.89,1159.07,979.69,837.7,879.2
05-May-99,1052.13,836.88,1227.41,1236.32,1126.4,1224.1,974.53,844.01,894.47
06-May-99,1072.35,837.92,1233.16,1243.88,1144.05,1267.71,991.16,832.85,909.99
07-May-99,1105.44,860.58,1254.37,1228.44,1138.44,1284.59,1013.38,844.27,934.08
10-May-99,1128.6,895.82,1326.18,1276.93,1165.81,1259.38,1059.91,861.83,970.81
11-May-99,1170.82,921.28,1328.93,1325.11,1180.55,1269.59,1080.27,868.34,994.63
12-May-99,1135.28,886.44,1289.47,1283.43,1188.77,1231.97,1061.16,873.13,983.09
13-May-99,1166.79,902.88,1322.35,1320.46,1219,1250.75,1078.38,892.34,1013.23
14-May-99,1178.15,921.01,1310.47,1299.89,1221.26,1247.05,1092.52,933.11,1047
17-May-99,1166.14,913.58,1274.24,1325.69,1203.1,1210.6,1081.63,982.54,1072.91
18-May-99,1166.19,915.6,1281.96,1343.28,1197.3,1232.97,1094.81,1040.42,1121.6
19-May-99,1172.84,936.87,1283.17,1414.3,1192.99,1220.66,1141.64,1106.17,1192.74
20-May-99,1156.12,924.24,1269.44,1381.51,1191.78,1260.25,1115.18,1073.21,1162.89
21-May-99,1112.4,895.12,1255.72,1350.55,1207.68,1249.41,1074.28,1021.57,1101.84
24-May-99,1134.14,906.38,1262.65,1353.48,1220.28,1246.05,1091.62,1014.58,1101.84
25-May-99,1152.93,916.27,1280.3,1383.19,1229.7,1260.27,1115.43,1023.21,1107.84
26-May-99,1121.68,898,1261.26,1327.72,1219.52,1234.35,1074.73,1020.88,1086.45
27-May-99,1109.04,882.24,1249.11,1281.36,1193.4,1205.72,1050.28,1009.1,1058.3
28-May-99,1095.67,855.69,1217.24,1234.36,1170.84,1178.53,1001.01,958.24,1014.19
31-May-99,1141.39,897.79,1274.94,1327.43,1212.67,1223.03,1042.67,1012.16,1076.81
01-Jun-99,1119.37,885.27,1263.89,1341.73,1199.83,1214.35,1011.42,985.9,1050.37
02-Jun-99,1119.81,881.99,1265.98,1335.06,1198.4,1225.11,1006.14,997.38,1070.18
03-Jun-99,1139.55,903.44,1263.13,1345.72,1196.75,1233.73,1015.4,1021.47,1078.96
04-Jun-99,1165.69,917.03,1250.58,1355.01,1208.26,1225.24,1062.39,1022.58,1097.23
07-Jun-99,1155.49,940.18,1246.34,1376.1,1212.17,1191.18,1089.91,1037.96,1107.59
08-Jun-99,1184.96,940.12,1250.47,1399.45,1206.44,1195.76,1109.87,1042.89,1117.46
09-Jun-99,1176.5,939.3,1250.7,1391.99,1199.88,1216.28,1118.53,1034.86,1115.05
10-Jun-99,1178.89,962.99,1253.66,1382.59,1199.13,1218.87,1128.63,1038.2,1120.49
11-Jun-99,1159.59,949.82,1225.6,1343.74,1178.91,1195.02,1126.81,1009.43,1097.46
14-Jun-99,1147.42,944.25,1207.83,1306.09,1172.57,1159.79,1149.38,1020.66,1095.2
15-Jun-99,1138.77,937.22,1197.3,1274.62,1164.05,1126.48,1182.38,1022.34,1084.55
16-Jun-99,1165.52,958.74,1217.51,1303.3,1196.64,1128.03,1213.12,1060.12,1115.88
17-Jun-99,1172.53,988.16,1219.48,1317.63,1226.73,1138.71,1251.79,1110.02,1159.38
18-Jun-99,1166.63,978.76,1204.67,1299.76,1232.91,1125.75,1308.78,1119.27,1160.31
21-Jun-99,1199.57,1006.9,1218.68,1333.67,1244.87,1188.77,1337.14,1146.77,1194.06
22-Jun-99,1220.49,1007.9,1263.42,1340.79,1248.71,1217.99,1330.66,1143.06,1189.73
23-Jun-99,1207.58,1000.57,1275.09,1325.08,1223.81,1220.01,1261.97,1149.82,1164.44
24-Jun-99,1204.58,994.12,1255.12,1334.99,1207.71,1220.98,1266.34,1127.94,1153.41
25-Jun-99,1212.55,1017.99,1237.82,1334.37,1202.7,1229.1,1244.51,1121,1148.54
28-Jun-99,1232.48,1025.13,1261.66,1379.13,1225.24,1261.36,1258.28,1116.35,1154.62
29-Jun-99,1224.86,1022.25,1254.42,1391.4,1237.92,1258.25,1262.79,1107.45,1152.63
30-Jun-99,1215.44,1014,1244.72,1394.38,1232.33,1249.95,1279.11,1115.22,1154.17
01-Jul-99,1198.18,1001.63,1234.58,1380.66,1234.33,1254.95,1290.45,1107.53,1145.3
02-Jul-99,1211.49,1008.04,1242.85,1378.17,1241.66,1251.14,1309.65,1102.37,1152.78
05-Jul-99,1242.62,1059.81,1281.1,1392.57,1260.44,1277.85,1386.21,1128.53,1200.19
06-Jul-99,1249.68,1097.65,1290.36,1441.85,1257.63,1289.57,1402.43,1138.64,1219.9
07-Jul-99,1274.12,1112.38,1286.98,1460.26,1252.99,1283.47,1394.02,1138.97,1221.62
08-Jul-99,1301.4,1107.07,1290.56,1472.09,1247.48,1258.11,1441.5,1130.32,1212.63
09-Jul-99,1353.23,1147.18,1317.03,1503.82,1235.81,1265.3,1549.92,1125.37,1224.95
12-Jul-99,1434.92,1222.25,1364.15,1562.28,1268.22,1326.03,1739.12,1192.85,1327.38
13-Jul-99,1442.2,1217.25,1336.87,1540.1,1268.83,1321.69,1734.61,1225.95,1366.09
14-Jul-99,1427.2,1248.24,1337.54,1545.36,1289.14,1369.92,1756.65,1258.71,1413.39
15-Jul-99,1405.81,1216.44,1336.17,1504.33,1277.01,1383.42,1666.89,1262.78,1387.43
16-Jul-99,1410.12,1213.37,1338.03,1468.36,1248.5,1393.85,1650.86,1266.07,1385.25
19-Jul-99,1418.89,1238.46,1406.45,1522.44,1275.9,1502.16,1600.92,1274.38,1397.33
20-Jul-99,1398.57,1211.66,1415.99,1496.92,1276.04,1423.5,1543.68,1237.01,1345.6
21-Jul-99,1432.9,1216.89,1494.71,1525.26,1295.55,1424.26,1585.8,1236.12,1351.63
22-Jul-99,1442.11,1215.3,1500.02,1530.09,1329.63,1410.81,1539.72,1233.53,1372.58
23-Jul-99,1431.09,1191.15,1486.84,1453.95,1332.34,1391.17,1506.48,1213.23,1346.11
26-Jul-99,1445.74,1191.88,1475.13,1422.47,1326.89,1430.51,1515.09,1200.91,1321.77
27-Jul-99,1467.14,1189.66,1460.53,1408.41,1321.67,1418.67,1522.84,1154.25,1286.14
28-Jul-99,1474.27,1191.37,1462.68,1442.63,1323.8,1490.44,1512.18,1165.25,1291.09
29-Jul-99,1442.04,1165.67,1451.37,1421.26,1322.83,1520.42,1494.77,1160.53,1281.37
30-Jul-99,1420.51,1129.39,1434.43,1400.2,1314.23,1517.56,1455.47,1153.21,1253.29
02-Aug-99,1398.64,1112.29,1430.67,1429.99,1313.9,1560.7,1391.03,1105.35,1206.47
03-Aug-99,1425.75,1127.98,1432.27,1428.73,1311.32,1570.54,1448.69,1091.66,1206.72
04-Aug-99,1472.03,1156.7,1497.52,1475.58,1333.27,1608.24,1472.51,1111.16,1232.51
05-Aug-99,1474.94,1147.82,1535.73,1461.21,1326.83,1578.13,1439.66,1102.61,1210.96
06-Aug-99,1493.23,1142.81,1533.88,1443.07,1319.5,1589,1435.54,1087.57,1195.15
09-Aug-99,1555.96,1192.96,1554.52,1473.86,1327.41,1620.06,1504.28,1098.58,1222.61
10-Aug-99,1538.79,1237.75,1550.07,1481,1312.62,1578.94,1512.49,1093.1,1226.6
11-Aug-99,1509.9,1219.66,1543.46,1481.07,1306.29,1593.78,1521.29,1084.14,1211.59
12-Aug-99,1497.17,1199.25,1571.06,1486.05,1293.74,1605.97,1512.02,1077.01,1205.61
13-Aug-99,1475.97,1197.63,1558.98,1480.79,1274.6,1579.17,1553.18,1073.06,1199.57
16-Aug-99,1518.04,1240.43,1597.4,1535.9,1280.43,1633.45,1626.91,1121.65,1242.87
17-Aug-99,1554.75,1265.87,1653.62,1595,1302.59,1652.73,1700.42,1148.39,1269.89
18-Aug-99,1592.49,1289.69,1693.07,1643.5,1328.24,1668.61,1762.59,1198.45,1303.19
19-Aug-99,1534.69,1254.29,1665.91,1579.67,1306.97,1638.77,1729.81,1188.92,1298.06
20-Aug-99,1555.77,1256.69,1700.7,1614.83,1302.17,1621.14,1770.92,1214.32,1310.84
23-Aug-99,1601.39,1290.99,1728.79,1703.84,1316.09,1653.82,1868.89,1260.98,1340.59
24-Aug-99,1617.48,1335.45,1730.04,1722.92,1330.04,1663.74,1878.64,1276.82,1365.64
25-Aug-99,1577.91,1309.65,1692.36,1639.46,1320.92,1645.53,1789.64,1243.03,1320.89
26-Aug-99,1604.82,1347.57,1724.68,1657.9,1366.36,1659.78,1797.4,1265.88,1340.24
27-Aug-99,1616.48,1350.06,1726.69,1657.85,1368.14,1651.32,1810.43,1259.43,1333.83
30-Aug-99,1633.14,1356.11,1748.7,1677.49,1368.23,1650.8,1780.19,1259.02,1344.73
31-Aug-99,1621.81,1355.69,1754.81,1648.7,1360.98,1659.27,1772.51,1246.65,1336.76
01-Sep-99,1595.32,1316.18,1737.8,1622.22,1356.35,1626.13,1759.35,1241.89,1302.13
02-Sep-99,1575.2,1289.75,1704.74,1570.9,1334.6,1602.24,1726.27,1202.44,1263.1
03-Sep-99,1574.08,1300.14,1690.29,1597.98,1324.76,1592.08,1714.69,1210.97,1269.61
06-Sep-99,1607.06,1321.71,1737.91,1674.62,1353.41,1673.95,1779.41,1243.03,1292.16
07-Sep-99,1607.71,1309.69,1739.36,1687.32,1335.59,1639.24,1740.9,1287.84,1295.18
08-Sep-99,1606.68,1304.64,1757.68,1741.82,1334.02,1666.19,1756.08,1342.06,1330.36
09-Sep-99,1589.95,1279.07,1747.11,1756.58,1332.75,1636.55,1735.16,1387.1,1351.7
10-Sep-99,1591.87,1263.47,1742.3,1713.21,1330.03,1642.72,1733.53,1412.01,1361.36
14-Sep-99,1604.33,1295.88,1751.02,1721.06,1311.6,1634.18,1771.48,1376.47,1367.44
15-Sep-99,1578.9,1256.04,1739.74,1720.91,1304.8,1659.19,1760.7,1341.22,1341.24
16-Sep-99,1526.54,1218.27,1705.72,1707.65,1280.99,1657.06,1731.37,1317.78,1311.23
17-Sep-99,1536.26,1215.27,1721.07,1718.56,1273.95,1736.34,1719.38,1308.13,1299.36
20-Sep-99,1526.81,1204.56,1761.93,1719.19,1276.68,1839.86,1718.73,1313.26,1297.88
21-Sep-99,1492.47,1191.36,1776.38,1679.75,1264.99,1954.46,1686.8,1296.04,1272.8
22-Sep-99,1491.86,1202.43,1851.15,1705.33,1279.71,2013.08,1693.79,1311.2,1290.1
23-Sep-99,1483.67,1201.81,1943.19,1684.61,1278.73,2086.34,1698.72,1324.21,1303.07
24-Sep-99,1487.61,1186.64,1956.12,1657.22,1287.83,2102.23,1686.76,1308.94,1291.3
27-Sep-99,1470.59,1181.96,1976.75,1631.4,1292.1,2085.04,1682.59,1301.76,1285.32
28-Sep-99,1481.94,1181.63,1961.64,1615.81,1284.8,2054.65,1685.62,1296.92,1285.2
29-Sep-99,1501.1,1218.05,2012.93,1634.37,1289.25,2088.79,1719.53,1313.42,1299.24
30-Sep-99,1489.21,1210.36,1972.76,1606.57,1280.3,2070.21,1711.99,1314.22,1299.38
01-Oct-99,1455.13,1163.64,1900.91,1553.49,1254.49,2032.43,1679.57,1301.59,1282.57
04-Oct-99,1440.18,1162.78,1894.84,1553.51,1252.11,2004.33,1669.23,1300.88,1280.28
05-Oct-99,1468.1,1182.43,1900.19,1556.73,1253.28,2081.59,1679.51,1308.34,1286.52
06-Oct-99,1450.75,1183.1,1918.49,1575.56,1252.56,2128.52,1672.29,1349.87,1305.11
07-Oct-99,1497.89,1251.89,2043.46,1658.44,1308.07,2281.65,1761.44,1401.4,1381.38
08-Oct-99,1511.12,1287.53,2107.98,1688.17,1272.83,2313.67,1861.86,1400.17,1427.5
11-Oct-99,1549.83,1310.3,2163.7,1735.34,1278.96,2328.69,1862.51,1409.16,1456.9
12-Oct-99,1565.24,1311.68,2207.13,1729.54,1281.87,2351.73,1899.43,1440.05,1492.03
13-Oct-99,1548.42,1296.73,2252.68,1755.49,1282.07,2345.67,1869.66,1439.83,1496.46
14-Oct-99,1579.96,1312.26,2265.47,1784.37,1292.47,2329.95,1898.3,1449.28,1529.28
15-Oct-99,1523.34,1281.81,2149.1,1683.06,1254.55,2226.19,1801.23,1406.88,1494.38
18-Oct-99,1564.15,1323.06,2209.62,1731.73,1248.55,2212.56,1899.95,1449.44,1557.37
20-Oct-99,1556.1,1343.94,2230.11,1759.99,1222.65,2229.01,1951.06,1497.96,1601.47
21-Oct-99,1536.76,1305.59,2125.29,1719.02,1212.31,2125.65,1888.34,1485.19,1557.97
22-Oct-99,1530.46,1300.38,2048.1,1677.21,1192.13,2044.17,1943.29,1492.94,1558.47
25-Oct-99,1554.53,1297.31,1949.25,1646.63,1202.43,1961.88,1981.95,1542.25,1587.23
26-Oct-99,1542.37,1285.72,1948.34,1641.22,1193.82,2070.31,2027.96,1523.74,1596.61
27-Oct-99,1496.41,1246.95,1921.91,1602.18,1220.92,2028.92,1909.28,1486.85,1548.49
28-Oct-99,1460.26,1226.59,1859.48,1529.09,1178.85,1957.21,1840.92,1427.19,1468.79
29-Oct-99,1390.31,1176.52,1807.53,1451.7,1139.17,1865.25,1720.89,1336.07,1389.91
01-Nov-99,1354.71,1125.4,1701.91,1364.58,1117.24,1744.38,1566.28,1307.4,1323.77
02-Nov-99,1383.73,1181.19,1812.82,1425.29,1143.23,1877.27,1726.15,1392.03,1420.88
03-Nov-99,1377.44,1177.17,1753.83,1371.63,1139.49,1957.73,1680.17,1413.2,1419.08
04-Nov-99,1365.46,1178.75,1783.61,1349.63,1143.38,2020.69,1695.6,1410.24,1420.82
05-Nov-99,1376.26,1201.18,1834.27,1372.95,1170.25,2098.39,1678.61,1422.36,1430.1
07-Nov-99,1402.18,1226.15,1834.27,1430.05,1170.25,2098.39,1725.61,1448.01,1457.89
09-Nov-99,1383.33,1225.5,1883.14,1431.9,1161.44,2129.69,1714.3,1438.83,1462.32
11-Nov-99,1397.49,1218.03,1888.33,1436.17,1175.13,2109.59,1720.58,1417.96,1431.76
12-Nov-99,1400.31,1221.65,1905.13,1420.77,1169.37,2117.92,1724.35,1418.41,1421.55
15-Nov-99,1388.87,1216.28,1894.39,1403.7,1153.72,2111.57,1695.43,1417.29,1431.87
16-Nov-99,1394.46,1221.06,1912.93,1406.96,1146.57,2101.06,1696.38,1404.28,1439.56
17-Nov-99,1390.35,1195.36,1891.89,1404.45,1148.24,2079.67,1637.83,1394.93,1436.28
18-Nov-99,1395.07,1188.15,1879.03,1375.9,1160.88,2140.86,1625.78,1396.81,1432.56
19-Nov-99,1385.45,1181.07,1866.36,1382.52,1147.09,2178.02,1630.59,1403.39,1433.6
22-Nov-99,1394.34,1176.22,1902.87,1422.56,1144.86,2298.41,1651.38,1444.2,1457.18
24-Nov-99,1404.7,1157.78,1921.11,1449.1,1153.75,2354.15,1728.55,1503.53,1492.36
25-Nov-99,1399.86,1162.54,1917.86,1425.38,1151.28,2391.81,1761.94,1548.16,1511.95
26-Nov-99,1383.39,1150.31,1929.67,1415.09,1137.18,2416.24,1773.17,1559.95,1520.41
29-Nov-99,1379.4,1145.09,1966.52,1449.03,1125.98,2418.22,1781.88,1514.95,1509.32
30-Nov-99,1367,1152.74,1981.01,1482.44,1126.59,2443.01,1743.83,1484,1504.73
01-Dec-99,1372.29,1153.85,1971.29,1463.41,1132.16,2475.32,1718.17,1469.99,1486.3
02-Dec-99,1388.43,1163.28,2017.85,1457.6,1151.17,2466.75,1737.85,1476.81,1507.56
03-Dec-99,1369.17,1173.69,2031.07,1445.58,1172.11,2505.93,1702.51,1478.59,1521.03
06-Dec-99,1397.15,1166.4,2094.11,1468.88,1196.74,2600.03,1713.51,1487.13,1550.04
07-Dec-99,1428.87,1172.24,2139.46,1447.23,1192.14,2631.97,1733.72,1488.28,1555.68
08-Dec-99,1398.42,1140.34,2062.29,1406.88,1180.62,2662.87,1676,1481.98,1521.96
09-Dec-99,1396.33,1138.72,2060,1416.09,1190.49,2720.46,1693.84,1475.1,1526.75
10-Dec-99,1376.29,1126.25,2038.07,1396.17,1176.53,2779.17,1662.82,1469.43,1512.38
13-Dec-99,1361.24,1131.29,2036.7,1425.48,1176.34,2927.68,1669.21,1452.99,1505.9
14-Dec-99,1331.78,1120.39,2035.13,1430.61,1126.08,2985.18,1628.91,1472.58,1490.42
15-Dec-99,1346.5,1120.62,2005.85,1455.25,1134.9,2833.61,1634.35,1467.27,1466.02
16-Dec-99,1348.37,1132.39,2091.13,1506.84,1134.43,2917.58,1648.16,1472.52,1475.04
17-Dec-99,1329.4,1150.98,2106.61,1494.08,1113.15,2926.64,1689.88,1466,1475.1
20-Dec-99,1352.17,1191.09,2216.39,1533.45,1125.71,3053.59,1747.85,1504.99,1490.12
21-Dec-99,1340.94,1197.02,2188.9,1518.91,1126.72,3197.74,1770.83,1505.1,1480.12
22-Dec-99,1361.32,1208.36,2165.07,1543.19,1152.66,3403.24,1830.46,1491.46,1489.03
23-Dec-99,1341.54,1171.47,2139.76,1496.52,1143.37,3543.48,1787.56,1465.6,1451.93
24-Dec-99,1305.24,1116.67,2056.24,1432.39,1113.61,3564.79,1726.01,1427.06,1411.94
27-Dec-99,1287.5,1110.08,2027.01,1386.93,1100.82,3534.7,1689.89,1420.39,1393.52
28-Dec-99,1299.8,1110.63,2052.32,1418.09,1104.91,3639.78,1699.36,1418.49,1397.92
29-Dec-99,1309.4,1109.83,2073.65,1437.46,1096.18,3817.14,1709.49,1417,1396.68
30-Dec-99,1298,1122.53,2088.86,1427.72,1099.42,3944.84,1713.59,1418.08,1400.32
03-Jan-00,1384.78,1196.46,2246.26,1526.33,1172.5,4260.2,1865.1,1487.62,1488.96
04-Jan-00,1398.91,1179.47,2285.99,1517.65,1138.74,4554.08,1854.09,1481.58,1502.34
05-Jan-00,1392.58,1145.4,2194.35,1470.1,1116.22,4342.29,1899.13,1494.55,1508.53
06-Jan-00,1435.42,1174.28,2183.91,1531.15,1168.77,4160.1,2006.98,1484.88,1522.17
07-Jan-00,1432.15,1138.47,2114.89,1497.4,1207.37,3828.79,2037.91,1459.6,1501.13
10-Jan-00,1488.67,1163.88,2141.82,1547.76,1255.48,3885.57,2080.29,1482.32,1530.75
11-Jan-00,1455.44,1121.89,2065.81,1526.53,1232.46,3640.97,1977.46,1413.76,1466.07
12-Jan-00,1454.14,1128.09,2109.17,1505.8,1289.86,3712.86,1960.32,1445.75,1488.3
13-Jan-00,1447.07,1106.29,2098.19,1492.55,1314.43,3600.98,1920.13,1421.13,1452.04
14-Jan-00,1475.11,1109.2,2104.18,1477.22,1294.61,3608.53,1897.45,1411.99,1457.71
17-Jan-00,1536.7,1119.68,2121.7,1504.45,1255.34,3698.32,1928.46,1415.1,1470.66
18-Jan-00,1549.67,1124.96,2123.54,1503.57,1249.12,3773.24,1937.36,1412.62,1452.64
19-Jan-00,1542.78,1149.91,2143.93,1541.16,1236.71,3894.24,1944.49,1388.4,1434.28
20-Jan-00,1498.43,1129.06,2124.4,1525.5,1221.26,3888.73,1950.72,1392.47,1424.79
21-Jan-00,1476.02,1121.5,2126.87,1545.55,1225.86,4109.98,1924.38,1392.05,1419.52
24-Jan-00,1429.51,1096.84,2136.92,1517.43,1229.54,4290.7,1855.2,1385.84,1411.4
25-Jan-00,1395.44,1092.21,2094.73,1508.92,1204.07,4466.7,1830.82,1363.91,1394.14
27-Jan-00,1367.25,1090.4,2069.21,1521.51,1214.61,4620.09,1819.39,1397.84,1422.88
28-Jan-00,1355.73,1075.23,2057.22,1545.96,1177.67,4837.67,1768.04,1390.89,1436.64
31-Jan-00,1341.65,1038.44,2035.03,1506.24,1155.21,4694.31,1669.31,1392.79,1431.54
01-Feb-00,1329.36,1062.19,2056.21,1552.97,1124.67,4930.16,1674.43,1416.16,1444.99
02-Feb-00,1334.06,1073.8,2098.48,1586.22,1154.85,5158.37,1719.7,1447.52,1463.63
03-Feb-00,1326.45,1075.14,2073.28,1612.33,1145.87,5406.19,1753.51,1436,1479.22
04-Feb-00,1304.02,1044.52,2040.25,1603.44,1112.56,5663.33,1751.61,1419.28,1479.72
07-Feb-00,1308.13,1043.77,2042.6,1651.89,1119.85,5760.75,1774.48,1448.08,1515.95
08-Feb-00,1327.68,1035.65,2040.28,1648.97,1127.52,5682.46,1737.36,1429.41,1524.82
09-Feb-00,1301.76,1010.12,2012.71,1630.53,1176.12,5792.45,1739.45,1416.7,1552.17
10-Feb-00,1319.37,998.37,2006.22,1641.48,1175.54,6128.04,1725.49,1416.91,1587.48
11-Feb-00,1302.03,987.73,1974.11,1578.33,1198.91,6506.73,1715.6,1344.47,1540.4
14-Feb-00,1281.34,977.91,1930.59,1605.1,1177.4,6884.86,1682.68,1323.11,1500.34
15-Feb-00,1251.74,958.76,1902.09,1598.18,1202.1,7018.71,1673.15,1297.53,1453.11
16-Feb-00,1221.62,949.97,1886.33,1641.17,1195.44,7309.76,1704.58,1300.48,1444.97
17-Feb-00,1228.92,951.56,2013.7,1737.3,1217.14,7751.27,1720.81,1311.04,1464.12
18-Feb-00,1189.99,906.81,1991.41,1705.6,1249,8073.25,1663.3,1263.43,1393.47
21-Feb-00,1223.57,931.17,2009.1,1769.09,1303.96,8613.53,1638.47,1272.62,1409.99
22-Feb-00,1239.19,910.89,1974.13,1736.44,1344.27,8283.88,1619.86,1247.35,1375.62
23-Feb-00,1202.53,889.73,1921.5,1666.68,1305.47,7692.92,1595.98,1245.3,1380.85
24-Feb-00,1206.31,900.02,1938.16,1649.34,1353.86,7427.26,1586.44,1223.92,1374.02
25-Feb-00,1168.79,869.99,1880.49,1595.65,1332.55,6933.41,1539.85,1175.59,1320.09
28-Feb-00,1193.36,905.23,1948.16,1647.66,1334.62,6896.2,1634.19,1244.62,1387.6
29-Feb-00,1143.79,872.5,1832.09,1565.88,1260.72,6637.63,1552.47,1217.31,1324
