DATE,SPOT,FUTURE
05/31/2011,523.8865,512.8096
06-01-2011,523.2246,512.1625
06-02-2011,515.1048,504.2153
06-03-2011,517.4786,506.5398
06-06-2011,520.8545,509.8468
06-07-2011,521.0323,510.0215
06-08-2011,518.1579,507.1919
06-09-2011,522.1377,511.0714
06-10-2011,514.7437,503.8183
06/13/2011,505.4655,494.7234
06/14/2011,510.164,499.3169
06/15/2011,510.6046,499.7488
06/16/2011,512.0829,501.1963
06/17/2011,515.0629,504.1137
06/20/2011,516.9842,505.9963
06/21/2011,519.2197,508.1848
06/22/2011,522.2944,511.1946
06/23/2011,507.6912,496.9022
06/24/2011,501.4619,490.8058
06/27/2011,496.4557,485.9074
06/28/2011,497.6045,487.0322
06/29/2011,504.2657,493.5521
06/30/2011,502.6065,491.9285
07-01-2011,493.4193,482.9369
07-05-2011,507.2038,496.4299
07-06-2011,513.1782,502.2777
07-07-2011,515.8147,504.8586
07-08-2011,518.5786,507.5641
07-11-2011,517.4563,506.3646
07-12-2011,520.5854,509.3241
07/13/2011,535.7386,524.0448
07/14/2011,538.7681,526.9106
07/15/2011,540.4531,528.4663
07/18/2011,548.2302,536.0722
07/19/2011,547.4601,535.3194
07/20/2011,543.9928,531.9293
07/21/2011,539.2737,527.3151
07/22/2011,547.2441,535.1091
07/25/2011,550.7894,538.5767
07/26/2011,553.2528,540.9863
07/27/2011,552.2752,540.0313
07/28/2011,549.1449,536.9714
07/29/2011,554.03,541.749
08-01-2011,548.724,536.5634
08-02-2011,557.2888,544.9401
08-03-2011,568.8634,556.2599
08-04-2011,558.4585,546.0874
08-05-2011,552.164,539.934
08-08-2011,571.7855,559.1037
08-09-2011,573.7055,560.9579
08-10-2011,589.3404,576.2201
08-11-2011,578.7737,565.8646
08-12-2011,578.2191,565.2979
08/15/2011,582.7535,569.733
08/16/2011,591.3598,578.1477
08/17/2011,595.5062,582.2019
08/18/2011,603.7728,590.2844
08/19/2011,617.7519,603.9518
08/22/2011,630.9476,616.8545
08/23/2011,619.5114,605.6739
08/24/2011,582.0773,569.0763
08/25/2011,589.4212,576.2564
08/26/2011,598.6766,585.3053
08/29/2011,595.7816,582.4757
08/30/2011,608.4748,594.8856
08/31/2011,610.0696,596.4451
09-01-2011,608.5515,594.9611
09-02-2011,626.1216,612.1391
09-06-2011,620.7932,606.9307
09-07-2011,606.0544,592.5215
09-08-2011,619.3036,605.4754
09-09-2011,616.4578,602.6936
09-12-2011,599.7657,586.3758
09/13/2011,607.5493,593.9857
09/14/2011,604.2175,590.7285
09/15/2011,589.1832,576.0299
09/16/2011,602.3802,588.9325
09/19/2011,587.3135,574.2027
09/20/2011,598.4251,585.0663
09/21/2011,599.4014,586.0211
09/22/2011,568.5142,555.8235
09/23/2011,519.247,507.6562
09/26/2011,507.5849,496.2548
09/27/2011,527.704,515.9252
09/28/2011,513.9675,502.4956
09/29/2011,515.2003,503.7011
09/30/2011,514.8247,503.3342
10-03-2011,526.2637,514.5187
10-04-2011,512.3561,500.9218
10-05-2011,520.6214,509.0029
10-06-2011,529.6091,517.7903
10-07-2011,521.5433,509.9048
10-10-2011,533.8976,521.9843
10-11-2011,531.5248,519.6646
10-12-2011,539.8204,527.7754
10/13/2011,532.17,520.2959
10/14/2011,537.6466,525.6505
10/17/2011,534.7545,522.8236
10/18/2011,528.8674,517.0683
10/19/2011,525.3792,513.6584
10/20/2011,513.2157,501.7666
10/21/2011,522.3561,510.7036
10/24/2011,528.0528,516.2745
10/25/2011,545.2215,533.0605
10/26/2011,551.9235,539.6132
10/27/2011,564.5973,552.0047
10/28/2011,565.1224,552.5184
10/31/2011,556.1995,543.7954
11-01-2011,546.8744,534.6785
11-02-2011,555.7779,543.3835
11-03-2011,566.6623,554.0254
11-04-2011,562.8943,550.3415
11-07-2011,574.3518,561.544
11-08-2011,577.7376,564.6955
11-09-2011,573.0947,559.9926
11-10-2011,564.3446,551.2781
11-11-2011,573.7678,560.3184
11/14/2011,569.0967,555.5873
11/15/2011,571.6443,558.0745
11/16/2011,567.3704,553.9022
11/17/2011,545.3489,532.4036
