Date,Open,Max,Min,Close,"Trading Volume, USD","Market Capitalization, USD"
20.08.2004,549.54,553.16,548.06,551.69,17689981,44422542157
23.08.2004,550.05,550.05,547.52,548.52,16625595,44167088793
24.08.2004,554.4,557.94,554.4,557.34,7294858,44877379138
25.08.2004,555.94,558.49,554.84,558.49,6402232,44969783680
26.08.2004,561.66,563.52,560.26,563.52,11944363,45375100346
27.08.2004,564.36,575.1,564.36,575.1,14563082,46307578179
30.08.2004,576.03,576.03,573.31,575.28,5830502,46321846491
31.08.2004,578.78,584.65,578.78,584.65,16625671,47076548058
01.09.2004,582.93,583.67,581.29,583.67,10103083,46997676337
02.09.2004,588.2,590.88,586.27,587.01,20680472,47266299422
03.09.2004,586.78,589.24,586.78,589.24,4676908,47445740192
06.09.2004,588.98,598.19,587.16,598.19,8307871,48167054374
07.09.2004,600.54,600.95,599.11,599.49,8938805,48271208569
08.09.2004,597.39,599.28,596.02,596.02,7239531,47992147862
09.09.2004,594.85,600.41,594.07,600.41,13536240,48345602906
10.09.2004,603.02,605.16,603.02,604.5,16039772,48675007663
13.09.2004,603.41,605.65,602.87,605.65,5401421,48767403027
14.09.2004,604.86,612.49,603.52,612.49,17404493,49318430870
15.09.2004,610.31,612.07,610.31,612.04,7284609,49282217545
16.09.2004,614.78,616.61,614.43,615.5,9387249,49560898532
17.09.2004,615.07,615.07,610.34,612.22,5691938,49296885611
20.09.2004,613.15,613.32,611.53,612.58,6668272,49325729562
21.09.2004,614,621.5,614,621.5,10883490,50043950843
22.09.2004,626.1,626.1,622.93,624.6,12535915,50293314455
23.09.2004,624.27,624.63,623.14,623.88,6786461,50235529244
24.09.2004,623.3,624.74,623.21,624.41,11473179,50278116664
27.09.2004,626.26,630.17,626.26,627.11,16077222,50495967228
28.09.2004,625.33,629.93,625.33,629.14,12117173,50659450454
29.09.2004,635.79,637.37,630.87,631.58,30671800,50855921211
30.09.2004,634.86,635.57,631.65,631.65,20366307,50861126970
01.10.2004,638.5,648.28,637.36,648.28,32683182,52332748612
04.10.2004,651.26,664.05,651.26,663.26,32957934,53541844477
05.10.2004,674.53,674.94,669.17,674.36,28946437,54438333195
06.10.2004,674.66,679.01,669.44,679.01,29861304,54813915779
07.10.2004,687.79,691.34,687.15,689.01,45265303,55621071079
08.10.2004,688.31,690.6,687.58,690.6,17761290,55749314530
11.10.2004,686.81,690.79,683.75,690.52,21300643,55742796482
12.10.2004,691.73,691.89,667.24,667.24,32236739,53863342360
13.10.2004,670.46,670.46,663.32,663.47,19257422,53558790924
14.10.2004,661.77,663.49,657.93,662.19,13482893,53455351958
15.10.2004,656.98,658.96,653.45,658.96,17173454,53195271990
18.10.2004,663.48,668.52,663.48,668.52,12827326,53967082725
19.10.2004,668.29,669.26,667.9,668.23,13171112,53943402346
20.10.2004,661.45,661.45,641.19,641.19,23678184,51760383181
21.10.2004,639.16,640.62,635.61,638.77,12755062,51565146434
22.10.2004,643.81,651.89,643.81,648.14,19820274,52321914218
25.10.2004,650.76,655.62,649.21,649.21,20167608,52408138488
26.10.2004,651.49,653.23,647.78,653.23,14111997,52732745917
27.10.2004,665.96,668.64,663.96,668.64,33658556,53976654354
28.10.2004,667.34,668.16,657.16,657.66,19670731,53089906761
29.10.2004,659.41,663.73,658.52,663.67,10081862,53575104687
01.11.2004,666.59,667.07,665.2,665.71,8599633,53739508784
02.11.2004,660.66,660.66,649.47,654.3,14035365,52819187205
03.11.2004,655.1,658.44,655.1,657.69,14604172,53092463251
04.11.2004,657.71,662.65,652.69,662.65,24531747,53492522168
05.11.2004,664.68,670.96,664.68,670.84,18935429,54153723885
09.11.2004,673.58,675.33,672.94,674.37,10620727,54439111070
10.11.2004,670.52,670.96,664.38,664.87,16430644,53672327257
11.11.2004,665.45,666.02,660.85,660.85,16046888,53366761719
12.11.2004,662.36,665.41,662.36,664.73,6226408,53679627099
15.11.2004,665.79,665.79,663.06,663.06,9504236,53545130530
16.11.2004,662.44,665.89,661.72,665.38,7462868,53731960507
17.11.2004,667.24,673.36,667.24,673.06,9279038,54352132510
18.11.2004,670.76,681.87,670.76,681.87,38175718,55063833699
19.11.2004,679.92,680.64,655.44,655.44,22889831,52929554324
22.11.2004,657.45,664.75,657.45,662.3,11805667,53483243311
23.11.2004,660.45,660.45,652.78,653.97,17515452,52810647346
24.11.2004,657.83,658.97,647.86,648.25,30874938,52348891045
25.11.2004,637.28,637.28,630.95,632.44,33128102,51121146499
26.11.2004,637.74,637.74,629.67,633.44,10840966,51201840734
29.11.2004,637.3,637.41,629.81,631.87,15535056,51075123738
30.11.2004,631.5,633.34,626.38,627.98,14488750,50760810010
01.12.2004,624.38,624.38,611.07,611.07,30829635,49393848809
02.12.2004,611.77,611.77,601.71,604.65,16007614,48875346488
03.12.2004,605.02,605.02,595.39,595.39,16264656,48126314568
06.12.2004,591.58,596.43,589.2,596.43,20324884,48210813030
07.12.2004,599.03,608.85,599.03,607.55,25887006,49109127905
08.12.2004,608.07,608.07,569.17,574.09,47287128,46404805069
09.12.2004,574.25,574.87,546.11,546.11,35818873,44143449311
10.12.2004,546.72,555.68,543.78,545.52,19214994,44095176202
14.12.2004,552.5,563.55,551.73,563.55,7773847,45552713531
15.12.2004,564.8,572.25,561.75,572.25,17843901,46256029988
16.12.2004,571.09,572.01,567.37,567.37,7335528,45861447868
17.12.2004,564.18,565.46,554.47,555.88,5258647,44932572961
20.12.2004,552.67,552.67,545.28,549.02,11254799,44377940840
21.12.2004,563.26,588.31,563.26,585.86,18557471,47364936384
22.12.2004,583.81,584.18,579.84,582.94,16272292,47128594834
23.12.2004,585.83,596.91,585.83,595.46,13670503,48140869966
24.12.2004,596.33,597.98,596.23,597.17,9116238,48279292768
27.12.2004,602.86,605.78,602.51,605.78,14679298,48974987769
28.12.2004,607.6,607.6,600.13,600.13,8007337,48518370364
29.12.2004,597.28,598.55,594.66,598.55,12751639,48390862844
30.12.2004,603.37,605.7,603.37,605.66,4285474,48965150893
31.12.2004,609.31,614.11,609.31,614.11,6866945,49648420387
11.01.2005,614,614.06,604.63,607.57,,48069480874
12.01.2005,607.55,609.33,604.91,605.46,10296081,47902309459
13.01.2005,605.72,608.11,605.21,605.21,4067754,47882614673
14.01.2005,605.19,611.76,604.95,611.74,5470850,48399517148
17.01.2005,611.86,614.2,611.77,613.62,3225011,48548105371
18.01.2005,612.97,612.97,600.57,601.76,7065909,47616179404
19.01.2005,601.47,601.47,598.89,599.52,5560475,47438445265
20.01.2005,598.55,598.68,590.85,591.67,12476528,46817306541
21.01.2005,591.27,593.28,590.62,593.22,4906998,46940354282
24.01.2005,593.34,600.15,593.34,599.71,15553728,47454256466
25.01.2005,600.6,608.71,600.6,607.14,11297560,48041505326
26.01.2005,607.06,608.29,601.81,605.31,10649561,47896897743
27.01.2005,605.42,612.24,605.42,612.24,20794176,48445564208
28.01.2005,610.63,625.15,609.79,625.15,26712375,49467156700
31.01.2005,625.05,640.41,625.01,637.21,28646030,50420930066
01.02.2005,637.2,640.32,634.74,640.32,26153360,50667172197
02.02.2005,640.33,652.46,640.33,650.98,32092769,51511137487
03.02.2005,651.17,655.84,649.72,654.84,25429640,51816047807
04.02.2005,655.44,655.44,651.75,654.63,21359041,51799293800
07.02.2005,654.66,661.1,654.65,656.59,24891143,51954740506
08.02.2005,656.27,656.27,652.8,654.96,13471125,51825387651
09.02.2005,654.95,658.1,654.54,656.59,21794017,51954975527
10.02.2005,656.39,656.39,649.28,654.6,9674010,51796974773
11.02.2005,654.22,655.05,651.04,655.04,11742037,51832073578
14.02.2005,655.39,657.92,653.47,653.65,11089011,51721790841
15.02.2005,653.71,659.36,653.06,658.66,12948025,52118330367
16.02.2005,658.72,664.21,658.72,661.99,19998638,52381688324
17.02.2005,661.28,665.79,660.83,665.69,17145506,52674922065
18.02.2005,665.58,670.28,665.4,669.08,21426593,52943291306
21.02.2005,669.62,674.63,669.62,674.62,13128482,53381159150
22.02.2005,674.5,677.31,672.61,673.13,29987626,53263632047
24.02.2005,675.47,690.23,675.47,690.23,46166090,54616379493
25.02.2005,691,701.35,691,701.35,27144788,55496573613
28.02.2005,701.42,716.59,701.42,716.42,31060001,56688755052
01.03.2005,716.5,718.43,714.07,714.1,21498187,56505114317
02.03.2005,714.11,716.52,704.05,704.05,24433195,55710127432
03.03.2005,704.02,705.73,702.01,702.58,19402923,55594090168
04.03.2005,702.43,707.61,702.42,706.76,18904733,55924508291
05.03.2005,706.75,712.03,706.75,712.03,6341422,56341295775
09.03.2005,713,722.16,713,716.83,19718459,56721586235
10.03.2005,714.92,715.09,705.66,705.95,16796635,55860771544
11.03.2005,705.37,705.42,699.45,704.54,24604547,55748270690
14.03.2005,704.55,704.55,697.54,697.54,13469849,55195082693
15.03.2005,698.52,700.29,697.12,698.71,15681431,55287063345
16.03.2005,698.74,698.78,676.66,677.12,31375715,53579096096
17.03.2005,677.25,681.96,677.24,680.21,11883528,53823725754
18.03.2005,680.69,685.39,679.27,679.27,14009146,53749150311
21.03.2005,679.3,680.12,667.23,667.23,17303936,52796348211
22.03.2005,667.19,674.29,667.14,674.29,11282181,53354886335
23.03.2005,674.39,674.39,658.36,661.95,30308421,52378694999
24.03.2005,662.05,678.73,662.05,678.7,17818332,53703897259
25.03.2005,678.82,686.54,678.8,686.54,8230132,54324503738
28.03.2005,685.21,685.21,678.89,680.52,6356685,53847734145
29.03.2005,680.53,681.63,674.48,674.48,8363316,53370282818
30.03.2005,674.21,674.46,664.59,665.33,18791422,52645889931
31.03.2005,665.38,669.42,665.12,669.07,6729879,52941630865
01.04.2005,669.06,680.38,669.06,680.38,7660522,54004848846
04.04.2005,680.43,690.32,680.43,688.74,21289994,54668072543
05.04.2005,687.01,691.64,685.26,691.52,9776635,54888766593
06.04.2005,691.6,708.34,691.6,708.34,33944897,56224351202
07.04.2005,708.39,715.76,708.39,710.75,28363320,56415032851
08.04.2005,709.95,719.74,709.36,719.74,10791462,57129052921
11.04.2005,719.74,719.74,695.15,701.61,29267530,55689742816
12.04.2005,701.61,703.71,696.53,698.18,19197795,55417541110
13.04.2005,697.8,708.41,697.8,705.84,20394016,56025465349
14.04.2005,705.64,705.64,690.04,692.92,32653293,55000037943
15.04.2005,691.66,691.92,685.56,688.9,12233050,54681329166
18.04.2005,687.93,687.93,671.89,674.96,14115475,53574657291
19.04.2005,674.87,677.54,673.05,673.05,9087254,53423121115
20.04.2005,675.53,679.19,675.32,675.75,10086762,53636964231
21.04.2005,675.8,681.74,675.23,681.74,10045908,54112839108
22.04.2005,682.21,688.02,682.21,686.72,16240709,54508198311
25.04.2005,687.3,692.02,687.12,687.24,7540240,54549538720
26.04.2005,687.17,687.47,685.38,685.38,13579631,54401624427
27.04.2005,685.27,685.27,675.11,675.11,12396713,53586384016
28.04.2005,675.05,676.69,669.18,669.18,15242541,53115386040
29.04.2005,669.82,671.61,669.24,670.36,13812161,53209813691
03.05.2005,670.27,670.67,667.65,669.36,7342271,53129924856
04.05.2005,669.2,671.43,669.13,669.13,12301337,53111850055
05.05.2005,669.87,675.54,669.87,671.12,7289741,53269795768
06.05.2005,671.11,671.83,670.28,670.33,9390055,53207024527
11.05.2005,669.57,669.59,662.84,662.84,5963791,52612680305
12.05.2005,662.69,662.69,648.8,648.8,14631860,51498475703
13.05.2005,648.81,650.7,638.73,639.9,16094569,50791637896
14.05.2005,640.1,642.48,640.1,642.48,1567075,50996328203
16.05.2005,642.27,642.27,633.41,633.69,9059132,50298802103
17.05.2005,632.9,637.71,631.2,637.71,9884190,50617967978
18.05.2005,637.76,647.5,637.76,647.38,11447018,51385687311
19.05.2005,647.38,648.51,647.08,647.08,5504960,51361634404
20.05.2005,647.01,647.01,645.86,646.5,2211871,51315705501
23.05.2005,646.44,646.95,645.94,646.22,2180479,51293570780
24.05.2005,646.27,669.66,646.27,669.65,20658341,53153365230
25.05.2005,669.5,671.77,667.18,669.24,15058830,53120749954
26.05.2005,669.24,671.96,667.18,670.65,13430763,53232437005
27.05.2005,671.14,674.25,671.14,671.4,7811656,53292361302
30.05.2005,671.32,671.32,666.78,666.79,7986038,52926133919
31.05.2005,666.95,674.44,665.57,674.44,23808320,53533438208
01.06.2005,673.37,673.4,665.7,667.13,20658304,52952675487
02.06.2005,667.13,676.75,667.13,676.28,24774971,53679061785
03.06.2005,676.38,677.05,674.73,676.17,20114934,53670384850
06.06.2005,676.14,676.56,674.66,676.18,14252908,53671246321
07.06.2005,676.09,677.02,671.65,673.03,15277221,53421435852
08.06.2005,673.64,673.71,671.23,671.91,22764893,53332523340
09.06.2005,671.88,674.55,671.49,673.72,15239325,53476378480
10.06.2005,673.72,676.8,673.72,676.78,19332483,53719310857
14.06.2005,676.77,685.56,676.77,685.23,32120835,54389361320
15.06.2005,685.32,685.97,681.51,681.51,23931198,54094173933
16.06.2005,682.07,684.68,679.35,679.35,23263487,53923163608
17.06.2005,679.62,685.72,679.4,685.41,17462791,54403748328
20.06.2005,685.68,690.3,685.68,690.23,9908402,54786504162
21.06.2005,690.21,690.21,686.62,690.04,17231657,54771382633
22.06.2005,690.04,695.94,688.69,695.94,25414413,55239928409
23.06.2005,696.04,702.67,695.94,702.28,27553371,55743191246
24.06.2005,702.25,702.36,698.55,701.98,25335242,55719462249
27.06.2005,701.98,701.98,698.61,700,20434484,55561719014
28.06.2005,700.19,700.41,695.86,698.93,15091528,55477262402
29.06.2005,698.96,699.79,696.17,698.4,10394868,55435268404
30.06.2005,698.3,707.52,698.3,706.38,35136061,56068345856
01.07.2005,706.47,717.87,706.22,717.87,30409124,56980435155
04.07.2005,717.6,723.78,717.6,720.51,18485148,57189691662
05.07.2005,719.93,723.12,717.85,719.21,27930511,57086859818
06.07.2005,722.46,742.17,722.46,740.25,54793892,58756927056
07.07.2005,741.09,744.39,725.94,737.35,55327290,58527086861
08.07.2005,737.37,749.43,737.37,749.06,32333944,59455971860
11.07.2005,749.02,754.35,749.02,750.96,21485447,59606737377
12.07.2005,750.47,751.78,748.54,751.78,27623243,59672183320
13.07.2005,751.37,759.72,751.37,758.06,27455975,60170947131
14.07.2005,758.58,759.41,754.11,755.29,25249359,59950901366
15.07.2005,753.82,753.82,745.63,746.17,9023287,39206392249
18.07.2005,746.05,747.13,743.01,743.01,7760596,39040023937
19.07.2005,742.93,745.66,742.89,745.55,18595199,39173445112
20.07.2005,745.61,757.92,745.61,757.83,53387226,39818646674
21.07.2005,758.5,762.56,755.58,756.84,32521669,39766599790
22.07.2005,756.97,770.17,756.59,770.1,23856505,40463284381
25.07.2005,770.24,779.71,770.24,779.19,17181291,40941080075
26.07.2005,778.78,778.78,766.74,768.13,26139073,40360060492
27.07.2005,768.19,771.82,767.8,770.57,17647253,40488150125
28.07.2005,770.63,779.37,770.63,779.18,40087476,40940532460
29.07.2005,779.62,783.98,778.46,778.93,26810232,40927475867
01.08.2005,778.9,782.59,775.58,782.4,9856069,41109756516
02.08.2005,783.06,791.07,783.06,790.63,29311159,41542383923
03.08.2005,790.69,794.02,780.86,780.94,45234271,41032936607
04.08.2005,781.08,794.02,779.34,794.02,56719331,41720260492
05.08.2005,794.27,803.24,794.27,803.22,35137991,42203927569
08.08.2005,803.06,810.3,802.46,810,30233047,42559805812
09.08.2005,811.25,814.96,810.2,813.19,57220306,42727838049
10.08.2005,813.22,818.49,813.22,815.13,36147504,42829688661
11.08.2005,815.14,817.22,805.13,805.13,42891363,42303903966
12.08.2005,805.12,806.35,798.62,805.7,34852978,42334200924
15.08.2005,805.63,812.3,805.26,812.3,29206584,42681016901
16.08.2005,812.77,836.28,812.77,836.25,62702370,43939020771
17.08.2005,836.31,847.51,833.08,846.54,47261604,44479822932
18.08.2005,845.86,848.08,834.61,840.44,34787982,44159347078
19.08.2005,840,852.98,838.72,852.7,57294695,44803630590
22.08.2005,852.73,862.6,852.73,858.49,36301726,45107978343
23.08.2005,858.53,862.32,858.53,861.41,49980440,45261137300
24.08.2005,861.38,864.68,858.73,863.53,38010870,45372553784
25.08.2005,863.67,865.41,860.84,864.95,41632934,45447318576
26.08.2005,865.28,873.04,865.28,873.01,38925335,45870735965
29.08.2005,873.07,876.47,872.13,876.05,20118353,46030464822
30.08.2005,876.1,890.31,876.1,880.87,58231820,46283738669
31.08.2005,880.87,882.4,869.86,882.03,50748334,46344585725
01.09.2005,882.2,899.47,882.2,894.57,72239769,47003518630
02.09.2005,894.56,909.9,894.56,909.88,99052171,47808150266
05.09.2005,910,912.04,908.12,910.14,63450762,47821891586
06.09.2005,909.76,909.76,882.58,882.58,59003006,46373532804
07.09.2005,882.62,888.66,862.75,866.57,56937737,45532136134
08.09.2005,866.97,883.14,866.97,883.14,41997270,46403214528
09.09.2005,883.18,905.9,883.18,905.89,38423639,47598434855
12.09.2005,906.39,908.99,902.5,903.87,40789571,47492099527
13.09.2005,903,903,898.25,900.16,25070920,47297322769
14.09.2005,899.65,899.65,888.21,896.1,35805113,47083762921
15.09.2005,896.8,907.71,896.8,906.86,33764866,49639741682
16.09.2005,906.77,924.94,903.97,923.03,59795954,50524698064
19.09.2005,922.47,946.33,920.58,946.33,64609962,51799945996
20.09.2005,947.76,963.69,938.87,944.99,69802632,51726612211
21.09.2005,944.71,960.5,936.61,960.5,79645275,52575842705
22.09.2005,961.64,974.01,961.64,966.02,77757760,52877748600
23.09.2005,966.58,972.13,962.41,965.3,51333216,52838725934
26.09.2005,963.94,963.94,952.24,954.79,43430111,52262932660
27.09.2005,956.19,984.52,956.19,984.52,51517817,53890511044
28.09.2005,984.68,1000.49,984.68,988.28,50357757,54096593213
29.09.2005,989.56,999.1,989.56,991.13,45251665,54252367652
30.09.2005,991.24,1008.56,991.24,1007.76,37559056,55162733120
03.10.2005,1007.76,1038.93,1007.76,1038.76,61808602,56859626098
04.10.2005,1039.12,1052.73,1039.12,1045.02,66575013,57202090715
05.10.2005,1041.76,1041.76,1009.36,1009.64,74705911,55265315274
06.10.2005,1004.06,1004.06,951.89,954.57,89501886,52250972912
07.10.2005,954.89,957.15,943.03,949.12,42521593,51952655559
10.10.2005,949.76,971.99,949.76,970.29,22833022,53142020782
11.10.2005,970.27,994.88,968.95,994.88,57142933,54488813339
12.10.2005,995.22,1004.47,966.87,966.87,66771998,52954622948
13.10.2005,964.35,964.35,930.76,935.15,62968979,51217299734
14.10.2005,934.82,934.91,911.07,911.17,69966744,49904047119
17.10.2005,913.35,923.44,908.22,915.41,61551916,50136673821
18.10.2005,917.7,927.13,917.7,918.17,50136377,50287391739
19.10.2005,914.46,914.46,882.1,882.1,46787083,48312212686
20.10.2005,886.41,894.62,886.41,887.37,36270010,48600486771
21.10.2005,886.61,887.88,873.49,887.88,39953752,48628460343
24.10.2005,887.74,908.98,886.81,908.57,30848662,49761944478
25.10.2005,911.49,915.56,901.55,904.35,39528749,49530770201
26.10.2005,905.75,913.41,905.75,910.42,32594995,49863062550
27.10.2005,909.86,911.86,895.78,898.48,29583326,49208948592
28.10.2005,897.49,911.54,893.47,910.75,36948975,49881330711
31.10.2005,911.18,934.99,911.18,934.99,26175162,51208831636
01.11.2005,935.05,949.1,934.37,942.11,43871791,51598901305
02.11.2005,943.82,964.35,943.82,964.35,44953472,52816626483
03.11.2005,965.28,974.02,965.28,972.43,29168354,53259127627
07.11.2005,972.38,973.49,960.39,971.64,28385709,53216047054
08.11.2005,969.21,971.68,963.74,971.21,23059122,53192296696
09.11.2005,972.11,985.28,971.17,980.29,35969145,53690112981
10.11.2005,980.51,981.95,971.45,972.23,30132283,53248252668
11.11.2005,970.92,970.92,963.13,969.58,45097617,53103384496
14.11.2005,969.86,988.97,969.86,988.97,44974626,54165084680
15.11.2005,989.27,997.79,989.15,991.22,60457703,54288581375
16.11.2005,991.08,991.7,983.66,989.72,34336943,54206090764
17.11.2005,990.5,1017.43,990.5,1014.37,59928688,55556570318
18.11.2005,1013.39,1017.88,1011.12,1013.92,27968795,55531799834
21.11.2005,1014.2,1029.3,1014.2,1020.98,26934281,55918566523
22.11.2005,1021.69,1025.89,1012.61,1014.76,26663450,55577927498
23.11.2005,1015.54,1019.46,1015.54,1017.15,27490138,55708650907
24.11.2005,1016.86,1029.46,1016.78,1029.46,36737456,56383133242
25.11.2005,1029.75,1034.52,1026.3,1034.52,39254081,56660103599
28.11.2005,1035.39,1048.81,1035.39,1039.8,45494433,56948925239
29.11.2005,1038.95,1038.95,1028.23,1034.91,40568353,56681422758
30.11.2005,1034.85,1039.04,1030.22,1037.26,26600564,56809970628
01.12.2005,1038.4,1059.28,1038.4,1058.93,53551985,57996826160
02.12.2005,1060.07,1079.89,1060.07,1073.16,77044370,58776542980
05.12.2005,1073.31,1084.36,1073.31,1076.02,41998555,58932898492
06.12.2005,1076.7,1077.75,1069.72,1072.34,27089689,58731567711
07.12.2005,1072.18,1085.06,1072.17,1083.18,38089741,59325186374
08.12.2005,1082.13,1082.13,1068.61,1079.48,27841910,59122489348
09.12.2005,1080.75,1086.98,1079.76,1082.4,32898329,59282537453
12.12.2005,1082.53,1095.75,1082.53,1095.75,43074709,60013374695
13.12.2005,1095.58,1096.47,1093.12,1094.03,14083599,59919401631
14.12.2005,1093.97,1106.28,1092.22,1105.67,40332668,60556926169
15.12.2005,1103.49,1108.51,1100.61,1101.12,31040434,58715458325
16.12.2005,1100.76,1101.61,1098.3,1099.36,27176130,58621554563
19.12.2005,1098.29,1103.99,1097.66,1103.84,16073852,58860317464
20.12.2005,1101.84,1101.84,1098.45,1100.78,12902977,58696918431
21.12.2005,1100.91,1105.37,1100.32,1105.27,15067560,58936323033
22.12.2005,1105.68,1129.02,1105.68,1128.51,50504427,60175729257
23.12.2005,1128.06,1139.04,1126.09,1126.09,50052620,60046532665
26.12.2005,1126.29,1128.82,1126.1,1127.28,8884215,60110105685
27.12.2005,1126.77,1128.17,1123.91,1123.91,6173100,59930601991
28.12.2005,1123.94,1123.94,1114.73,1115.92,19291682,59504599941
29.12.2005,1115.98,1124.82,1115.98,1122.21,36081821,59839991165
30.12.2005,1121.86,1125.95,1121.84,1125.6,14739681,60020611627
10.01.2006,1128.2,1192.9,1128.2,1190.34,86113972,63472544731
11.01.2006,1190.04,1216.92,1188.86,1216.66,74906270,64294785557
12.01.2006,1216.96,1261.42,1216.96,1255.92,106486923,66369225555
13.01.2006,1255.65,1261.57,1234.1,1239.76,72441211,65515200814
16.01.2006,1240.05,1277.26,1240.05,1276.9,60834736,67477811822
17.01.2006,1277.79,1292.3,1246.61,1253.58,53081041,66245846028
18.01.2006,1252.91,1252.91,1219.79,1235.01,48740995,65264242853
19.01.2006,1233.01,1278.28,1225.66,1278.28,76640542,67550825326
20.01.2006,1278.93,1305.96,1278.93,1304.53,100057149,68938311645
