Date,SMB %,HML %,WML %,VIX %,Rm %,Rf %,Rm-Rf %,MSCI World (Rgm %),Rgm-Rf %,Info Edge Returns %
23-Oct-15,-0.39915246,-0.27344195,-0.40829558,-2.59,0.09016736,0.02744088,0.06272648,1.02,0.99255912,-0.227819263
26-Oct-15,-0.45955771,-0.50754798,-0.15592555,6.41,-0.49967572,0.02744088,-0.5271166,-0.1,-0.12744088,-2.752759102
27-Oct-15,0.17866715,0.0352713,0.50362447,-4.03,-0.09347989,0.02744088,-0.12092077,-0.51,-0.53744088,-0.371771458
28-Oct-15,0.3910623,-0.04065391,-0.12600943,3.05,-0.43031218,0.02744088,-0.45775306,1.05,1.02255912,-0.137479542
29-Oct-15,0.26991277,0.34021217,-0.34059832,3.18,-0.62395786,0.02744088,-0.65139874,-0.44,-0.46744088,-2.307591451
30-Oct-15,-0.38619721,-0.17868058,0.48593927,1.69,-0.45801121,0.02744088,-0.48545209,-0.05,-0.07744088,0.832103073
02-Nov-15,-0.28063784,-0.00222904,0.47403227,8.93,-0.11080826,0.02744088,-0.13824914,0.55,0.52255912,0.472514309
03-Nov-15,0.30696856,-0.43204825,0.34208288,0.4,0.33599882,0.02744088,0.30855794,0.13,0.10255912,-2.079883421
04-Nov-15,-0.16391513,0.44861385,-0.43116301,-1.02,-0.12718371,0.02744088,-0.15462459,-0.2,-0.22744088,-0.047351688
05-Nov-15,-0.15293363,-0.85419045,0.17572383,-0.32,-1.14115866,0.02744088,-1.16859954,-0.18,-0.20744088,-0.521115322
06-Nov-15,-0.68283689,-0.23870951,0.26616592,0.93,-0.22175069,0.02744088,-0.24919157,-0.37,-0.39744088,-3.680522485
09-Nov-15,0.60755695,0.31445923,0.25701708,-12.49,-0.02640369,0.02744088,-0.05384457,-0.75,-0.77744088,2.747563215
10-Nov-15,1.17834208,-0.7182097,0.29842666,-1.26,-1.51966921,0.02744088,-1.54711009,-0.06,-0.08744088,0.88678078
11-Nov-15,1.00025465,0.236978,0.10042474,0.48,0.87264886,0.02744088,0.84520798,0.08,0.05255912,1.519487599
13-Nov-15,0.44785858,-0.09529187,0.04515765,4.42,-0.99718599,0.02759029,-1.02477628,-1.03,-1.05759029,1.073897577
16-Nov-15,-0.29486865,1.72985231,-1.06650091,1.27,0.24080631,0.02759029,0.21321602,0.79,0.76240971,-0.982800983
17-Nov-15,0.22438716,-0.73570999,-0.69108757,-5.06,0.47910658,0.02759029,0.45151629,0.52,0.49240971,1.871101871
18-Nov-15,0.88664033,-1.06862489,0.34164883,2.61,-0.87127507,0.02759029,-0.89886536,0.92,0.89240971,2.514812377
19-Nov-15,-0.07205843,0.1374,0.49800709,-9.04,1.17943702,0.02759029,1.15184673,0.53,0.50240971,2.536604161
20-Nov-15,0.21419047,0.02927523,0.23590865,0.36,0.3981,0.02759029,0.37050971,0.13,0.10240971,2.192021043
23-Nov-15,1.035719,-0.26327078,0.58159587,7.41,0.1157927,0.02759029,0.08820241,-0.32,-0.34759029,1.280872709
24-Nov-15,0.60795714,0.92946121,-0.41972434,-4.86,-0.04492071,0.02759029,-0.072511,-0.11,-0.13759029,0.121021421
26-Nov-15,-0.06048921,0.94267697,-1.27590406,2.72,0.57027044,0.02759029,0.54268015,0.35,0.32240971,-0.912607277
27-Nov-15,-0.80153345,0.92248587,0.05184306,0.25,0.43158929,0.02759029,0.403999,-0.21,-0.23759029,-0.780725831
30-Nov-15,0.46267895,1.64330024,-0.09100258,-1.79,0.03433516,0.02759029,0.00674487,-0.35,-0.37759029,9.663736399
01-Dec-15,0.28696638,0.86636717,-0.13215306,-4.84,0.46210102,0.02759029,0.43451073,0.93,0.90240971,-0.470878412
02-Dec-15,0.47848005,0.05468249,0.56840712,-0.94,-0.03950174,0.02759029,-0.06709203,-0.81,-0.83759029,-1.05885666
03-Dec-15,0.27600966,0.69523983,0.24820238,3.66,-0.69622872,0.02759029,-0.72381901,-1.06,-1.08759029,-2.106221893
04-Dec-15,0.42338686,-0.63470889,0.31213083,0.19,-0.75475148,0.02759029,-0.78234177,0.99,0.96240971,-0.360527999
07-Dec-15,0.45908603,-0.01481362,0.40268888,-1.37,-0.07355489,0.02759029,-0.10114518,-0.48,-0.50759029,-0.402684564
08-Dec-15,0.0570385,-1.69842817,0.99279027,0.68,-1.09874678,0.02759029,-1.12633707,-0.94,-0.96759029,0.269541779
09-Dec-15,-1.31160379,-1.14814814,-0.57844894,4.71,-1.50257918,0.02759029,-1.53016947,-0.38,-0.40759029,0.011687705
10-Dec-15,0.80414792,0.37596377,0.48282185,-2.59,0.93015267,0.02777697,0.9023757,-0.03,-0.05777697,0.338903821
11-Dec-15,0.0270307,-0.69573571,0.36343281,5.46,-0.82082924,0.02777697,-0.84860621,-1.57,-1.59777697,-1.863498719
14-Dec-15,-0.02016626,0.63111403,-0.00206413,3.58,0.50272682,0.02777697,0.47494985,-0.34,-0.36777697,-1.881082364
15-Dec-15,0.53543524,-0.24897581,0.40086282,-2.56,0.61209384,0.02777697,0.58431687,0.88,0.85222303,-0.054429997
16-Dec-15,-0.63406086,0.26040305,-0.29398441,-3.55,0.5923043,0.02777697,0.56452733,1.34,1.31222303,0.006051071
17-Dec-15,-0.00469844,0.76176002,0.20951796,-15.02,1.3060156,0.02792625,1.27808935,-0.81,-0.83792625,5.21570763
18-Dec-15,0.25993633,0.47406742,0.63126017,1.95,-0.53348121,0.02792625,-0.56140746,-1.3,-1.32792625,-2.783368796
21-Dec-15,0.39985638,0.79072263,-0.53530276,-1.85,0.75905759,0.02792625,0.73113134,0.32,0.29207375,-0.804495711
22-Dec-15,0.57245964,0.10883829,0.09643142,1.81,-0.33872416,0.02792625,-0.36665041,0.69,0.66207375,-1.94406345
23-Dec-15,-0.57470581,0.29647817,-0.30368425,-5.73,0.82321399,0.02792625,0.79528774,1.29,1.26207375,1.021711367
24-Dec-15,0.35397687,0.28496634,-0.22752688,0.68,0.19663939,0.02792625,0.16871314,0.15,0.12207375,0.752513395
28-Dec-15,0.18816276,-0.46453436,0.12626451,4.78,0.56229378,0.02792625,0.53436753,-0.04,-0.06792625,0.191204589
29-Dec-15,-0.47251408,-0.07080974,0.10079475,-1.16,0.04581763,0.02792625,0.01789138,-0.17,-0.19792625,7.204198473
30-Dec-15,0.32355262,0.36098998,0.19193678,0.81,-0.21085719,0.02792625,-0.23878344,0.91,0.88207375,-4.060970182
31-Dec-15,0.057981,0.29521211,-0.04443108,-3.34,0.56122703,0.02792625,0.53330078,-0.55,-0.57792625,-0.823379334
01-Jan-16,0.44069132,1.53930157,0.12876349,2.81,0.51610029,0.02792625,0.48817404,-0.81,-0.83792625,2.484798877
04-Jan-16,1.42565049,-0.21682256,0.33923084,18.06,-1.52162688,0.02792625,-1.54955313,-1.92,-1.94792625,-4.75212505
05-Jan-16,1.02115249,1.7376206,-0.29566421,-0.79,0.30004317,0.02792625,0.27211692,-0.02,-0.04792625,-1.706995688
06-Jan-16,0.20966708,-0.40874661,0.41616135,-0.9,-0.40234654,0.02792625,-0.43027279,-1.26,-1.28792625,-1.383218573
07-Jan-16,-0.21701619,-2.51222197,0.63806471,14.54,-2.49104234,0.02792625,-2.51896859,-2.1,-2.12792625,0.982451804
08-Jan-16,0.62354183,0.52408608,0.43260363,-6.13,0.77755537,0.02792625,0.74962912,-0.94,-0.96792625,2.833017194
11-Jan-16,0.46910378,0.45599272,0.38619746,5.01,-0.61905048,0.02792625,-0.64697673,-0.25,-0.27792625,-1.832678805
12-Jan-16,0.18763591,-1.42063118,0.5452641,0.12,-0.72042955,0.02792625,-0.7483558,0.26,0.23207375,-1.006182568
13-Jan-16,-2.16094535,-1.56462101,-0.79026479,-1.92,-0.3741974,0.02792625,-0.40212365,-1.11,-1.13792625,2.038941954
14-Jan-16,-0.20800483,-1.77231495,0.44062043,1.38,-0.66524432,0.02792625,-0.69317057,0.31,0.28207375,-2.772277228
15-Jan-16,-0.51698418,-2.76726995,0.35388004,4.35,-2.05315471,0.02792625,-2.08108096,-1.81,-1.83792625,-1.894710856
18-Jan-16,-2.84290363,-1.04838088,-1.90571047,4.17,-2.11436032,0.02792625,-2.14228657,-0.46,-0.48792625,0.805234021
19-Jan-16,0.58877252,0.87666523,0.79243145,-8.88,1.15660545,0.02792625,1.1286792,0.43,0.40207375,-0.580379431
20-Jan-16,-0.39894468,-1.84295612,0.4362073,13.75,-1.83853348,0.02792625,-1.86645973,-1.89,-1.91792625,0.47705731
21-Jan-16,0.67113802,0.60158287,0.36507978,-0.73,-0.36644781,0.02822464,-0.39467245,0.41,0.38177536,0.268632473
22-Jan-16,0.23184439,1.47062629,0.02721467,-9.57,2.0137616,0.02822464,1.98553696,2.6,2.57177536,-1.638629283
25-Jan-16,1.46251477,-0.4424299,0.20252557,-2.95,0.43296056,0.02822464,0.40473592,-1.02,-1.04822464,1.659593336
27-Jan-16,-0.15586688,1.03396892,0.24870625,4.34,0.22168506,0.02822464,0.19346042,-0.29,-0.31822464,-0.130849274
28-Jan-16,0.17398473,-0.34062107,0.09938974,-6.07,0.01213544,0,0.01213544,0.08,0.08,0.511604692
29-Jan-16,0.10466412,-1.01362325,0.48428426,-3.69,1.51428365,0,1.51428365,1.92,1.92,-1.508379888
01-Feb-16,0.92773523,-1.11534631,0.5741484,3.77,0.18326115,0,0.18326115,0.28,0.28,-1.033591731
02-Feb-16,0.41129062,-0.97365904,0.12706189,0.81,-1.41252158,0,-1.41252158,-1.76,-1.76,-2.005986117
03-Feb-16,-0.39798324,-1.7589503,0.5938866,3.06,-1.44488168,0,-1.44488168,0.13,0.13,-0.116974266
04-Feb-16,-1.01273611,-1.02126951,-1.26367913,-2.04,0.22716904,0.02837376,0.19879528,0.52,0.49162624,1.997397528
05-Feb-16,-0.98107095,1.77521126,0.01894403,-0.51,1.32665314,0.02837376,1.29827938,-1.61,-1.63837376,-0.076545257
08-Feb-16,0.18584894,1.06838965,-0.43580535,11.83,-0.77598679,0.02837376,-0.80436055,-1.66,-1.68837376,-0.395786786
09-Feb-16,-0.01705938,-0.32494424,-0.26070233,7.26,-1.32891229,0.02837376,-1.35728605,-0.67,-0.69837376,-0.692174582
10-Feb-16,-0.4268577,-1.23241185,0.48378727,3.39,-1.16846406,0.02837376,-1.19683782,-0.12,-0.14837376,-0.909970958
11-Feb-16,-1.50822507,-2.38275275,-1.48271869,15.58,-3.53987909,0.02837376,-3.56825285,-1.2,-1.22837376,-3.165298945
12-Feb-16,-0.75054968,-1.76116028,0.68335336,-4.98,-0.26358825,0.02837376,-0.29196201,1.19,1.16162624,-2.461662631
15-Feb-16,-0.6370702,3.15180172,-0.56896353,-9.31,2.94048452,0.02837376,2.91211076,1.18,1.15162624,1.165356503
16-Feb-16,-0.33778051,-1.17358308,-0.3069359,2.97,-1.79539573,0.02837376,-1.82376949,1.06,1.03162624,2.890055211
17-Feb-16,-1.38971332,0.47092566,0.23228867,-5.24,0.61067054,0.02837376,0.58229678,1.6,1.57162624,-2.881748923
18-Feb-16,0.04036319,-0.80906139,0.18245774,-1.59,0.96524052,0.02837376,0.93686676,-0.05,-0.07837376,1.268758527
19-Feb-16,-0.50332833,0.70351915,-0.62626655,-2.65,0.19303399,0.02837376,0.16466023,-0.35,-0.37837376,-1.838879159
22-Feb-16,0.3381956,0.15663938,-0.42525265,0.5,0.51194048,0.02837376,0.48356672,1.29,1.26162624,1.104782818
23-Feb-16,-0.20848788,0.11911161,0.2971197,13.4,-1.55676703,0.02837376,-1.58514079,-1.11,-1.13837376,-1.024840505
24-Feb-16,-0.49525315,0.55300278,-0.48913514,-3.7,-1.14131066,0.02837376,-1.16968442,-0.39,-0.41837376,-1.152026332
25-Feb-16,-0.35763693,0.1201527,0.0349295,-0.91,-0.64999153,0,-0.64999153,1.25,1.25,-1.137703781
26-Feb-16,-0.84741613,-0.63783781,-0.74631328,-3.87,0.39563535,0,0.39563535,0.04,0.04,1.227984001
29-Feb-16,0.33383589,0.12518114,0.74100085,-7.81,-0.59069126,0,-0.59069126,-0.47,-0.47,-2.25287675
01-Mar-16,0.4063235,0.15843788,1.15458597,-7.37,2.92148942,0,2.92148942,1.82,1.82,1.553081342
02-Mar-16,-0.62542634,1.99405815,-0.94813923,1.7,1.84031992,0,1.84031992,0.81,0.81,1.892458101
03-Mar-16,-0.54012065,1.13846866,-0.73007019,-5,1.29788067,0.02807547,1.2698052,0.64,0.61192453,2.268521691
04-Mar-16,0.00187885,1.54481874,0.15964203,-0.87,0.45636471,0.02807547,0.42828924,0.61,0.58192453,3.210025466
08-Mar-16,0.26828062,0.9672871,0.0148648,3.26,0.10642747,0.02807547,0.078352,-0.87,-0.89807547,6.902149211
09-Mar-16,-0.36432433,0.6939606,0.02790499,-5.2,0.41956174,0.02807547,0.39148627,0.3,0.27192453,-4.294217687
10-Mar-16,0.76337353,-0.4646635,0.52352776,2.23,-0.44166438,0.02807547,-0.46973985,-0.09,-0.11807547,-1.009075332
11-Mar-16,-0.07252876,-0.84136287,0.3055829,-4.46,0.18455803,0.02807547,0.15648256,1.82,1.79192453,-0.301320682
14-Mar-16,-0.22589266,-0.19635656,0.14267452,0.03,0.40132127,0.02807547,0.3732458,0.08,0.05192453,1.980580027
15-Mar-16,-0.40759222,0.97350413,-0.55205788,2.89,-0.71664319,0.02807547,-0.74471866,-0.51,-0.53807547,-1.235891292
16-Mar-16,0.06125307,-0.29695733,-0.23520534,-2.74,0.05857577,0.02807547,0.0305003,0.14,0.11192453,0.140458405
17-Mar-16,-0.37177839,-0.25395391,-0.50798999,-1.61,0.42862263,0.02807547,0.40054716,1.33,1.30192453,-0.89894804
18-Mar-16,-1.04984133,0.07592577,-0.60400076,-2.72,1.01562035,0.02807547,0.98754488,0.16,0.13192453,0.817035512
21-Mar-16,-0.56047957,-0.27308307,-0.30188588,-0.31,1.28463408,0.02807547,1.25655861,-0.11,-0.13807547,-1.65273435
22-Mar-16,0.05918358,0.30003436,-0.09275207,0.6,0.28598549,0.02807547,0.25791002,-0.01,-0.03807547,-0.480145341
23-Mar-16,0.15736335,0.1801123,0.48635752,-0.52,0.14348881,0.02807547,0.11541334,-0.75,-0.77807547,-0.736732299
28-Mar-16,0.08964703,-1.99786427,0.31025018,6.97,-1.32333973,0.02792625,-1.35126598,0.24,0.21207375,-0.840722496
29-Mar-16,-0.51505991,-0.0028294,-0.06819651,0.87,-0.15794125,0.02792625,-0.1858675,0.51,0.48207375,0.662383255
30-Mar-16,-0.45227582,1.56179937,-0.23291188,-4.71,1.74548869,0.02792625,1.71756244,1.04,1.01207375,0.092123445
31-Mar-16,-0.0073201,-0.22332719,0.17139162,-1.34,0.28634349,0.02807547,0.25826802,-0.29,-0.31807547,1.163631582
01-Apr-16,1.00016711,2.39473204,-0.10301881,4.19,-0.07904062,0.02807547,-0.10711609,-0.48,-0.50807547,-0.799324149
04-Apr-16,0.80834316,-0.0871767,-0.07867639,1,0.54490114,0.02807547,0.51682567,0.04,0.01192453,1.932525385
05-Apr-16,0.97672452,-1.54802152,1.43749686,2.18,-1.65177785,0.02807547,-1.67985332,-1.35,-1.37807547,-1.041131105
06-Apr-16,0.74645088,1.02381427,0.58748509,-2.72,0.45128929,0.02807547,0.42321382,0.92,0.89192453,0.467593194
07-Apr-16,0.37584098,-0.36971379,-0.04708166,-2.36,-0.51353807,0.02650583,-0.5400439,-0.72,-0.74650583,-0.497737557
08-Apr-16,0.65472956,0.22842776,0.44827265,-2.97,0.27740346,0.02650583,0.25089763,0.65,0.62349417,2.793477555
11-Apr-16,-1.28272054,0.90098634,-0.46371715,-2.56,1.24580936,0.02650583,1.21930353,0,-0.02650583,0.865828225
12-Apr-16,0.50555338,-0.95783218,0.13432327,0.08,0.60978962,0.02650583,0.58328379,0.74,0.71349417,-2.443609023
13-Apr-16,-0.55517921,0.12885023,-0.90911838,0.06,1.40503914,0.02635602,1.37868312,1.33,1.30364398,1.316634554
18-Apr-16,0.56172942,-0.5164953,0.84975924,5.69,0.75276103,0.02635602,0.72640501,0.29,0.26364398,0.805071315
20-Apr-16,-0.27320015,1.52683312,-0.73157756,0.75,0.11730667,0.02635602,0.09095065,0.13,0.10364398,0.232675135
21-Apr-16,-0.54880346,0.43357865,-0.81186548,-3.29,-0.27059164,0.02636389,-0.29695553,-0.27,-0.29636389,0.207039337
22-Apr-16,-0.14399373,0.96780938,-0.49596872,-0.8,-0.01437962,0.02636389,-0.04074351,-0.25,-0.27636389,1.277235162
25-Apr-16,0.64791933,-0.64536022,0.46212178,1.18,-0.48412193,0.02636389,-0.51048582,-0.21,-0.23636389,-1.502225519
26-Apr-16,-0.58078552,0.3810943,-0.39728505,0.05,0.99699695,0.02636389,0.97063306,0.18,0.15363611,-0.564865374
27-Apr-16,-0.06733915,-0.1655915,0.09781754,-1.37,0.31404397,0.02636389,0.28768008,0.02,-0.00636389,0.265101307
28-Apr-16,0.81740586,-0.20279114,0.20228295,1.5,-1.27577207,0.02635602,-1.30212809,-0.51,-0.53635602,-4.312244256
29-Apr-16,0.16810965,-0.47940514,0.49023842,-0.36,-0.0232771,0.02635602,-0.04963312,-0.39,-0.41635602,-1.197368421
02-May-16,0.47878213,-0.45955718,0.46490614,3.36,0.00997512,0.02635602,-0.0163809,0.29,0.26364398,0.026634705
03-May-16,0.63274352,0.16240632,0.05236869,2.16,-0.66720212,0.02635602,-0.69355814,-1.01,-1.03635602,-0.72560245
04-May-16,0.85158008,-2.17107527,1.26506526,-0.1,-0.90378262,0.02635602,-0.93013864,-0.88,-0.90635602,-1.455106283
05-May-16,0.14717874,-0.01177436,0.27913269,-1.58,0.14982377,0.02650583,0.12331794,-0.17,-0.19650583,-0.551170386
06-May-16,-0.32240091,0.27962093,0.10249836,-1.3,0.01569405,0.02650583,-0.01081178,0.12,0.09349417,-0.923708519
09-May-16,-0.35259628,0.65713779,0.19694665,-1.98,1.32512435,0.02650583,1.29861852,-0.02,-0.04650583,-0.925414365
10-May-16,0.34723842,-0.18618627,0.46201734,-1.19,0.09436771,0.02650583,0.06786188,1.18,1.15349417,4.126585808
11-May-16,0.64780722,-0.87698049,0.58418582,3.34,-0.38011069,0.02650583,-0.40661652,-0.54,-0.56650583,-1.285312626
12-May-16,0.56549355,-0.0456429,-0.28553196,-3.74,0.79657524,0.02651931,0.77005593,-0.21,-0.23651931,1.064695511
13-May-16,1.13288649,-1.47663847,-0.02649343,4.1,-0.77631559,0.02651931,-0.8028349,-0.85,-0.87651931,0.134201168
16-May-16,0.60424925,-0.62200049,0.58764986,0.21,0.3015195,0.02651931,0.27500019,0.77,0.74348069,-0.448971386
17-May-16,0.11331047,0.45500167,-0.72692401,-3.87,0.28307883,0.02651931,0.25655952,-0.42,-0.44651931,-0.222132472
18-May-16,0.05956407,1.03752288,-0.16581133,0.5,-0.07089278,0.02651931,-0.09741209,-0.03,-0.05651931,-0.121432908
19-May-16,0.64028466,-0.50383591,0.39473341,3.69,-1.0862887,0.02650583,-1.11279453,-0.83,-0.85650583,-0.303951368
20-May-16,-0.41784475,-0.56368809,0.10579461,-3.74,-0.55589422,0.02650583,-0.58240005,0.75,0.72349417,1.605691057
23-May-16,0.23611001,-0.53110479,0.15937569,-1.61,-0.28706861,0.02650583,-0.31357444,-0.26,-0.28650583,-0.346736014
24-May-16,-0.71200301,-0.60986842,-0.13117631,0.37,-0.17423947,0.02650583,-0.2007453,1.15,1.12349417,1.12412178
25-May-16,-0.8768583,0.4312223,-0.73301206,-4.32,1.68576338,0.02650583,1.65925755,0.88,0.85349417,1.799775028
26-May-16,-0.22880841,-0.21796149,-1.34120889,-1.26,1.11747647,0.02651931,1.09095716,0.19,0.16348069,3.048423789
27-May-16,-1.11193997,0.77455917,0.41052506,-0.42,1.04432769,0.02651931,1.01780838,0.24,0.21348069,0.769521887
30-May-16,-0.14297905,-0.6985187,-0.29225369,4.69,0.49442461,0.02651931,0.4679053,0.05,0.02348069,0.907611417
31-May-16,-0.79157921,0.27622168,-0.42141242,0.44,-0.31084295,0.02651931,-0.33736226,-0.13,-0.15651931,0.179889585
01-Jun-16,0.8861371,-0.81548963,0.32669265,-1.31,0.23397862,0.02651931,0.20745931,-0.1,-0.12651931,-1.591331269
02-Jun-16,-0.81298886,0.46959034,0.06331224,-4.72,0.43939421,0.02650583,0.41288838,0.05,0.02349417,-1.302460203
03-Jun-16,0.58275174,-0.90399408,0.10430257,-0.61,-0.07460162,0.02650583,-0.10110745,0.29,0.26349417,-0.395256917
06-Jun-16,0.04410862,0.25647333,-0.14560466,2.4,-0.11019839,0.02650583,-0.13670422,0.47,0.44349417,-0.384024578
07-Jun-16,-0.14043965,0.3393033,-0.23834157,-3.16,0.70043278,0.02650583,0.67392695,0.47,0.44349417,2.030326394
08-Jun-16,0.40723413,0.75818511,-0.53402558,1.83,0.35600016,0.02650583,0.32949433,0.3,0.27349417,1.618387909
09-Jun-16,-0.01193381,0.89427955,-0.68152004,3.5,-0.25804189,0.02635602,-0.28439791,-0.63,-0.65635602,1.034888765
10-Jun-16,0.72459678,0.04657137,0.10334622,1.9,-0.34874742,0.02635602,-0.37510344,-1.39,-1.41635602,-0.920019627
13-Jun-16,1.12487056,-0.74755508,0.48722992,3.84,-0.52022681,0.02635602,-0.54658283,-1.18,-1.20635602,-2.160455615
14-Jun-16,0.38232417,2.00811952,-0.43690716,3.66,0.16491532,0.02635602,0.1385593,-0.92,-0.94635602,0.132869345
15-Jun-16,0.22711413,0.42727811,-0.12163121,-0.79,0.95156484,0.02635602,0.92520882,0.21,0.18364398,3.481612536
16-Jun-16,-0.15463709,0.81042616,-0.35866786,3.77,-0.47054553,0.02620615,-0.49675168,-0.35,-0.37620615,-0.806008426
17-Jun-16,0.40879459,0.76550367,-0.73905046,-1.96,0.32603482,0.02620615,0.29982867,0.47,0.44379385,-1.138811942
20-Jun-16,-1.04012118,0.91611383,-0.22013891,0.97,0.73518566,0.02620615,0.70897951,1.73,1.70379385,1.706102117
21-Jun-16,0.50126573,-0.36732902,0.28020035,-1.47,-0.05381704,0.02620615,-0.08002319,0.28,0.25379385,-0.802008081
22-Jun-16,-0.35600581,-0.4959866,0.00379714,5.36,-0.20604125,0.02620615,-0.2322474,-0.05,-0.07620615,-0.043201876
23-Jun-16,-0.99468534,0.0129767,-0.26108393,-0.91,0.33293312,0.02620615,0.30672697,1.43,1.40379385,-0.61126204
24-Jun-16,0.75822499,-2.13037959,0.87077496,3.37,-1.74769225,0.02620615,-1.7738984,-4.9,-4.92620615,-1.180344164
27-Jun-16,1.34800646,1.29175892,0.4374138,-0.52,0.54687446,0.02620615,0.52066831,-2.3,-2.32620615,0.150876972
28-Jun-16,0.37984555,0.64966715,0.04902924,-4.34,0.54607266,0.02620615,0.51986651,1.74,1.71379385,0.878789781
29-Jun-16,0.58811347,0.26278363,0.00058548,-8.86,1.05421886,0.02620615,1.02801271,2.21,2.18379385,1.244477631
30-Jun-16,-0.4297175,0.67661692,0.08024552,0.84,1.07348265,0.02605623,1.04742642,1.15,1.12394377,1.370536537
01-Jul-16,-0.39069919,0.48069576,-0.42141052,-3.39,0.64129949,0.02605623,0.61524326,0.43,0.40394377,3.461864921
04-Jul-16,-0.30148174,1.77406603,-0.50679203,-1.02,0.72488583,0.02605623,0.6988296,0.04,0.01394377,-1.107530032
05-Jul-16,0.10765264,1.33280958,-0.77104141,-1.38,-0.22193294,0.02605623,-0.24798917,-0.92,-0.94605623,0.829580469
07-Jul-16,1.01618528,-0.54212562,0.22439926,-0.36,-0.03984895,0.0255686,-0.06541755,0.19,0.1644314,-0.188058298
08-Jul-16,0.16958205,-0.91858026,0.61455133,-1.47,-0.18045993,0.0255686,-0.20602853,1.12,1.0944314,-0.247291569
11-Jul-16,-1.26061968,0.90864543,-0.3016206,-1.56,1.47147391,0.0255686,1.44590531,0.83,0.8044314,-2.118994216
12-Jul-16,-0.7586987,0.70768263,-0.6699236,-0.44,0.39053569,0.0255686,0.36496709,0.87,0.8444314,1.338720376
13-Jul-16,-0.87473669,-0.5262219,-0.5902426,3.67,-0.18307809,0.0255686,-0.20864669,0.22,0.1944314,-1.178220768
14-Jul-16,-0.06135647,0.86070629,0.10322779,1.86,0.60923222,0.02541844,0.58381378,0.52,0.49458156,0.855061119
15-Jul-16,-0.69899021,0.03572965,0.18511362,0.18,-0.32359892,0.02541844,-0.34901736,-0.16,-0.18541844,0.286584274
18-Jul-16,0.82884913,-1.14233277,0.44615377,2.24,-0.53523139,0.02541844,-0.56064983,0.2,0.17458156,-0.51199619
19-Jul-16,-0.57452677,0.12270541,0.05797974,-1.2,0.23082697,0.02541844,0.20540853,-0.31,-0.33541844,-1.579797738
20-Jul-16,0.50525454,0.02031583,0.41924863,1.23,0.84815507,0.02541844,0.82273663,0.51,0.48458156,0.905940293
21-Jul-16,0.74380124,-1.11616881,0.70832205,-1.74,-0.3561559,0.02541844,-0.38157434,-0.11,-0.13541844,3.048927452
22-Jul-16,0.05256984,-0.30296965,0.33744539,-1.37,0.57668365,0.02541844,0.55126521,0.09,0.06458156,0.847854052
25-Jul-16,-0.17770916,0.45925779,0.38975353,1.42,1.10844031,0.02541844,1.08302187,-0.18,-0.20541844,0.991476779
26-Jul-16,-0.33446068,-0.19518231,0.38689435,-0.62,-0.40801724,0.02541844,-0.43343568,0.12,0.09458156,-5.023538868
27-Jul-16,0.16444802,-0.49703239,0.47255385,-1.23,0.35246426,0.02541844,0.32704582,0.02,-0.00541844,-0.284108082
28-Jul-16,0.40740445,-0.76866692,0.35337402,-1.81,0.65851094,0.02541844,0.6330925,0.07,0.04458156,-0.654704171
29-Jul-16,-0.439911,0.05803025,0.95941487,-1.52,0.00147356,0.02541844,-0.02394488,0.83,0.80458156,0.006102026
01-Aug-16,-0.52700215,-0.67102244,1.17667465,1.76,0.20083608,0.02541844,0.17541764,-0.24,-0.26541844,-1.354567088
02-Aug-16,-0.61446404,-0.56926766,-0.09305859,3.38,-0.40752775,0.02541844,-0.43294619,-0.65,-0.67541844,0.451537082
03-Aug-16,-0.22755473,-0.35661272,-0.77217075,3.47,-0.9874463,0.02541844,-1.01286474,-0.18,-0.20541844,1.373152709
04-Aug-16,-0.62169774,1.3737872,0.37440548,-6.76,0.26250811,0.02541844,0.23708967,0.25,0.22458156,-0.832169106
05-Aug-16,-0.42516214,0.35535608,0.12186787,-5.2,1.48664627,0.02541844,1.46122783,0.52,0.49458156,3.031973539
08-Aug-16,0.60275073,-1.01621452,0.04102792,1.64,0.47475347,0.02541844,0.44933503,0.19,0.16458156,3.638309256
09-Aug-16,-0.12555881,-0.4052799,-0.65744316,-0.34,-0.35828675,0.02541844,-0.38370519,0.5,0.47458156,-0.126197442
10-Aug-16,0.28675224,-1.16531256,-0.08529665,2.65,-1.17424756,0.02541844,-1.199666,-0.06,-0.08541844,-0.597323531
11-Aug-16,-0.02447969,-0.31072205,-0.01808192,-4.76,0.10783091,0.02541844,0.08241247,0.48,0.45458156,-0.936037441
12-Aug-16,-1.30316117,0.64982431,-0.33723168,-3.11,0.61161279,0.02541844,0.58619435,0.02,-0.00541844,-1.53397492
16-Aug-16,-0.7785982,-0.33892559,0.59579351,3,-0.03980928,0.02541844,-0.06522772,-0.49,-0.51541844,0.746357067
17-Aug-16,-0.01398151,0.42425296,-0.067998,4.21,0.1132345,0.02541844,0.08781606,0.04,0.01458156,-1.516933208
18-Aug-16,0.44773587,0.40159205,0.28657695,-1.56,0.6921528,0.02541844,0.66673436,0.3,0.27458156,-0.298507463
19-Aug-16,-0.00251634,0.60358574,0.1001791,-0.09,0.16684649,0.02541844,0.14142805,-0.29,-0.31541844,-0.844311377
22-Aug-16,0.64068965,-0.13135206,0.07073854,-2.08,-0.41511027,0.02541844,-0.44052871,0.04,0.01458156,1.775469533
